time_s;steps;displacement_mm;force_raw;force_N;accel_x;accel_y;accel_z;endstop;step_loss
290.162;1;0.0050;372;0.082;-2;125;-24;1;0
290.262;1;0.0050;-820;-0.182;-1;125;-25;1;0
290.362;2;0.0100;-68;-0.015;-1;124;-25;1;0
290.462;2;0.0100;1195;0.265;-2;125;-23;1;0
290.562;3;0.0150;-258;-0.057;-2;124;-24;1;0
290.662;4;0.0200;2494;0.553;-2;125;-24;1;0
290.762;4;0.0200;1534;0.340;-1;124;-24;1;0
290.862;5;0.0250;58;0.013;-1;124;-25;1;0
290.962;6;0.0300;646;0.143;-1;125;-24;1;0
291.062;6;0.0300;972;0.215;-1;124;-25;1;0
291.162;7;0.0350;1026;0.227;-2;125;-25;1;0
291.262;8;0.0400;1628;0.361;-2;125;-25;1;0
291.362;8;0.0400;2152;0.477;-2;124;-25;1;0
291.462;9;0.0450;1318;0.292;-3;125;-25;1;0
291.562;10;0.0500;1743;0.386;-1;126;-26;1;0
291.662;10;0.0500;1511;0.335;-2;124;-25;1;0
291.762;11;0.0550;1775;0.394;-1;124;-26;1;0
291.862;12;0.0600;1860;0.412;-2;125;-25;1;0
291.962;12;0.0600;2734;0.606;-2;125;-26;1;0
292.062;13;0.0650;4359;0.966;-1;124;-25;1;0
292.162;14;0.0700;4392;0.974;-2;125;-25;1;0
292.262;14;0.0700;3727;0.826;-1;125;-25;1;0
292.362;15;0.0750;3149;0.698;-2;124;-25;1;0
292.462;16;0.0800;3223;0.715;-2;125;-26;1;0
292.562;16;0.0800;3472;0.770;-2;125;-25;1;0
292.662;17;0.0850;3805;0.844;-1;125;-24;1;0
292.762;18;0.0900;4159;0.922;-2;125;-26;1;0
292.862;18;0.0900;4643;1.029;-1;125;-25;1;0
292.962;19;0.0950;4591;1.018;-1;125;-25;1;0
293.062;20;0.1000;2712;0.601;-1;124;-25;1;0
293.163;20;0.1000;1981;0.439;-2;125;-25;1;0
293.263;21;0.1050;3822;0.847;-2;124;-24;1;0
293.363;22;0.1100;4560;1.011;-1;125;-26;1;0
293.463;22;0.1100;5689;1.261;-2;125;-24;1;0
293.563;23;0.1150;4974;1.103;-2;124;-24;1;0
293.663;24;0.1200;5123;1.136;-2;125;-25;1;0
293.763;24;0.1200;4741;1.051;-2;125;-25;1;0
293.863;25;0.1250;4236;0.939;-2;125;-24;1;0
293.963;26;0.1300;3194;0.708;-1;125;-25;1;0
294.063;26;0.1300;4139;0.918;-1;125;-23;1;0
294.163;27;0.1350;5719;1.268;-1;125;-25;1;0
294.263;28;0.1400;4046;0.897;-2;125;-26;1;0
294.363;28;0.1400;4029;0.893;-1;125;-24;1;0
294.463;29;0.1450;4600;1.020;-1;124;-25;1;0
294.563;30;0.1500;4902;1.087;-2;125;-25;1;0
294.663;30;0.1500;5468;1.212;-2;125;-25;1;0
294.763;31;0.1550;4873;1.080;0;124;-25;1;0
294.863;32;0.1600;6475;1.436;-2;125;-24;1;0
294.963;32;0.1600;6153;1.364;-1;125;-25;1;0
295.063;33;0.1650;6689;1.483;-2;125;-24;1;0
295.163;34;0.1700;7672;1.701;-1;125;-25;1;0
295.263;34;0.1700;8099;1.796;-2;125;-25;1;0
295.363;35;0.1750;6571;1.457;-1;125;-25;1;0
295.463;36;0.1800;9128;2.024;-2;125;-25;1;0
295.563;36;0.1800;7447;1.651;-1;124;-26;1;0
295.663;37;0.1850;7857;1.742;-2;125;-24;1;0
295.763;38;0.1900;8935;1.981;-2;125;-24;1;0
295.863;38;0.1900;10024;2.222;-2;125;-25;1;0
295.963;39;0.1950;10367;2.298;-2;125;-25;1;0
296.064;40;0.2000;10653;2.362;-2;125;-25;1;0
296.164;40;0.2000;11600;2.572;-2;126;-25;1;0
296.264;41;0.2050;10582;2.346;-2;125;-25;1;0
296.364;42;0.2100;11453;2.539;-2;125;-25;1;0
296.464;42;0.2100;12964;2.874;-1;125;-26;1;0
296.564;43;0.2150;13335;2.956;-1;125;-24;1;0
296.664;44;0.2200;13668;3.030;-1;125;-25;1;0
296.764;44;0.2200;14230;3.155;-2;125;-25;1;0
296.864;45;0.2250;16575;3.675;-1;125;-26;1;0
296.964;46;0.2300;17834;3.954;-2;125;-24;1;0
297.064;46;0.2300;19050;4.223;-2;125;-25;1;0
297.164;47;0.2350;19585;4.342;-1;125;-26;1;0
297.264;48;0.2400;20734;4.597;-1;125;-25;1;0
297.364;48;0.2400;21445;4.754;-2;125;-24;1;0
297.464;49;0.2450;22798;5.054;-1;125;-25;1;0
297.564;50;0.2500;24643;5.463;-1;125;-25;1;0
297.664;50;0.2500;25118;5.569;-2;125;-25;1;0
297.764;51;0.2550;26481;5.871;-2;126;-24;1;0
297.864;52;0.2600;28045;6.218;-1;124;-26;1;0
297.964;52;0.2600;29417;6.522;-1;124;-25;1;0
298.064;53;0.2650;32024;7.100;-2;124;-24;1;0
298.164;54;0.2700;33951;7.527;-3;125;-25;1;0
298.264;54;0.2700;35695;7.914;-2;125;-25;1;0
298.364;55;0.2750;37186;8.244;-2;125;-24;1;0
298.464;56;0.2800;37561;8.327;-1;125;-25;1;0
298.564;56;0.2800;38438;8.522;-2;124;-25;1;0
298.664;57;0.2850;41057;9.102;-2;124;-25;1;0
298.764;58;0.2900;43602;9.667;-1;125;-26;1;0
298.864;58;0.2900;44579;9.883;-1;125;-25;1;0
298.964;59;0.2950;44849;9.943;-2;125;-25;1;0
299.064;60;0.3000;45836;10.162;-2;125;-24;1;0
299.164;60;0.3000;47755;10.587;-2;124;-26;1;0
299.264;61;0.3050;48851;10.830;-1;124;-25;1;0
299.364;62;0.3100;50595;11.217;-1;125;-25;1;0
299.464;62;0.3100;52943;11.737;-1;124;-25;1;0
299.564;63;0.3150;57903;12.837;-1;125;-25;1;0
299.664;64;0.3200;58700;13.014;-1;125;-25;1;0
299.764;64;0.3200;60769;13.472;-2;125;-25;1;0
299.864;65;0.3250;61933;13.731;-2;124;-25;1;0
299.964;66;0.3300;62546;13.866;-1;125;-25;1;0
300.064;66;0.3300;63613;14.103;-2;124;-25;1;0
300.164;67;0.3350;65719;14.570;-2;125;-26;1;0
300.264;68;0.3400;69692;15.451;-1;125;-25;1;0
300.364;68;0.3400;72191;16.005;-1;125;-25;1;0
300.464;69;0.3450;74631;16.546;-2;125;-25;1;0
300.564;70;0.3500;75826;16.811;-1;125;-25;1;0
300.664;70;0.3500;76659;16.995;-2;125;-25;1;0
300.764;71;0.3550;79185;17.555;-1;125;-24;1;0
300.864;72;0.3600;81183;17.998;-1;124;-25;1;0
300.964;72;0.3600;82570;18.306;-1;125;-25;1;0
301.064;73;0.3650;85463;18.947;-2;125;-24;1;0
301.164;74;0.3700;90788;20.128;-2;125;-26;1;0
301.264;74;0.3700;91802;20.353;-1;125;-25;1;0
301.364;75;0.3750;94425;20.934;-1;125;-25;1;0
301.464;76;0.3800;94789;21.015;-1;125;-26;1;0
301.564;76;0.3800;97349;21.582;-1;125;-24;1;0
301.664;77;0.3850;99320;22.019;-2;125;-25;1;0
301.764;78;0.3900;100400;22.259;-2;125;-25;1;0
301.864;78;0.3900;103470;22.939;-1;125;-24;1;0
301.964;79;0.3950;110643;24.530;-1;125;-25;1;0
302.064;80;0.4000;111985;24.827;-2;125;-24;1;0
302.164;80;0.4000;114096;25.295;-1;124;-25;1;0
302.264;81;0.4050;116235;25.769;-1;124;-26;1;0
302.364;82;0.4100;116874;25.911;-2;125;-25;1;0
302.464;82;0.4100;119276;26.443;-2;125;-25;1;0
302.564;83;0.4150;123190;27.311;-1;124;-26;1;0
302.664;84;0.4200;125012;27.715;-1;124;-25;1;0
302.764;84;0.4200;128072;28.394;-1;124;-25;1;0
302.864;85;0.4250;129039;28.608;-2;125;-25;1;0
302.964;86;0.4300;133167;29.523;-1;125;-26;1;0
303.064;86;0.4300;136844;30.338;-2;125;-25;1;0
303.164;87;0.4350;139633;30.957;-2;124;-26;1;0
303.264;88;0.4400;141526;31.376;-2;125;-24;1;0
303.364;88;0.4400;143605;31.837;-1;125;-25;1;0
303.464;89;0.4450;145831;32.331;-2;124;-25;1;0
303.564;90;0.4500;150338;33.330;-2;125;-24;1;0
303.664;90;0.4500;152080;33.716;-1;125;-25;1;0
303.764;91;0.4550;155221;34.412;-2;125;-25;1;0
303.864;92;0.4600;157475;34.912;-2;125;-25;1;0
303.964;92;0.4600;159585;35.380;-2;124;-25;1;0
304.064;93;0.4650;160795;35.648;-1;124;-25;1;0
304.164;94;0.4700;161304;35.761;-2;125;-25;1;0
304.264;94;0.4700;164673;36.508;-2;125;-25;1;0
304.364;95;0.4750;171722;38.071;-2;125;-25;1;0
304.464;96;0.4800;172971;38.348;-2;125;-25;1;0
304.564;96;0.4800;175940;39.006;-1;124;-26;1;0
304.664;97;0.4850;178896;39.661;-2;124;-26;1;0
304.764;98;0.4900;180160;39.941;-1;125;-25;1;0
304.864;98;0.4900;182183;40.390;-2;126;-25;1;0
304.964;99;0.4950;184571;40.919;-1;125;-25;1;0
305.064;100;0.5000;188814;41.860;-2;125;-25;1;0
305.164;100;0.5000;192972;42.782;-1;124;-25;1;0
305.264;101;0.5050;193946;42.998;-2;125;-25;1;0
305.364;102;0.5100;196013;43.456;-2;125;-25;1;0
305.464;102;0.5100;200161;44.376;-1;125;-25;1;0
305.564;103;0.5150;202911;44.985;-2;125;-24;1;0
305.664;104;0.5200;204784;45.401;-1;124;-25;1;0
305.764;104;0.5200;207147;45.924;-1;125;-24;1;0
305.864;105;0.5250;210303;46.624;-2;124;-25;1;0
305.964;106;0.5300;214038;47.452;-2;125;-25;1;0
306.064;106;0.5300;216180;47.927;-1;125;-26;1;0
306.164;107;0.5350;219177;48.592;-1;125;-25;1;0
306.264;108;0.5400;221304;49.063;-1;125;-24;1;0
306.364;108;0.5400;224010;49.663;-2;125;-26;1;0
306.464;109;0.5450;226049;50.115;-2;125;-26;1;0
306.564;110;0.5500;227594;50.458;-1;125;-25;1;0
306.664;110;0.5500;231333;51.287;-2;125;-24;1;0
306.764;111;0.5550;237627;52.682;-2;125;-25;1;0
306.864;112;0.5600;239105;53.010;-2;125;-25;1;0
306.964;112;0.5600;241284;53.493;-2;125;-24;1;0
307.064;113;0.5650;243960;54.086;-1;124;-25;1;0
307.164;114;0.5700;245951;54.527;-1;125;-24;1;0
307.264;114;0.5700;248898;55.181;-1;125;-25;1;0
307.364;115;0.5750;252707;56.025;-1;124;-25;1;0
307.464;116;0.5800;256055;56.767;-1;125;-25;1;0
307.564;116;0.5800;259396;57.508;-1;124;-25;1;0
307.664;117;0.5850;260777;57.814;-2;125;-25;1;0
307.764;118;0.5900;263127;58.335;-2;125;-25;1;0
307.864;118;0.5900;267849;59.382;-2;123;-24;1;0
307.964;119;0.5950;271900;60.280;-1;124;-26;1;0
308.064;120;0.6000;274637;60.887;-2;125;-25;1;0
308.164;120;0.6000;276785;61.363;-1;125;-24;1;0
308.264;121;0.6050;279772;62.025;-2;125;-25;1;0
308.364;122;0.6100;284573;63.090;-2;124;-25;1;0
308.464;122;0.6100;288064;63.864;-1;125;-26;1;0
308.564;123;0.6150;291699;64.670;-1;125;-25;1;0
308.664;124;0.6200;292683;64.888;-1;125;-24;1;0
308.764;124;0.6200;294954;65.391;-2;125;-25;1;0
308.864;125;0.6250;297309;65.913;-2;124;-25;1;0
308.964;126;0.6300;299351;66.366;-1;125;-25;1;0
309.064;126;0.6300;303431;67.271;-1;124;-25;1;0
309.164;127;0.6350;309880;68.700;-1;125;-25;1;0
309.264;128;0.6400;311796;69.125;-2;125;-25;1;0
309.364;128;0.6400;312709;69.328;-2;125;-25;1;0
309.464;129;0.6450;316475;70.163;-1;124;-25;1;0
309.564;130;0.6500;319891;70.920;-1;124;-27;1;0
309.664;130;0.6500;323588;71.739;-2;125;-24;1;0
309.764;131;0.6550;324440;71.928;-2;125;-25;1;0
309.864;132;0.6600;327705;72.652;-2;125;-26;1;0
309.964;132;0.6600;330112;73.186;-2;124;-26;1;0
310.064;133;0.6650;332591;73.735;-1;125;-25;1;0
310.164;134;0.6700;335356;74.348;-2;124;-25;1;0
310.264;134;0.6700;337852;74.902;-3;124;-25;1;0
310.364;135;0.6750;341778;75.772;-2;125;-25;1;0
310.464;136;0.6800;343747;76.209;-2;125;-26;1;0
310.564;136;0.6800;345445;76.585;-2;125;-25;1;0
310.664;137;0.6850;347408;77.020;-2;125;-24;1;0
310.764;138;0.6900;353226;78.310;-2;125;-25;1;0
310.864;138;0.6900;355436;78.800;-1;125;-25;1;0
310.964;139;0.6950;358275;79.430;-2;125;-26;1;0
311.064;140;0.7000;359720;79.750;-1;125;-25;1;0
311.164;140;0.7000;360879;80.007;-2;125;-24;1;0
311.264;141;0.7050;361869;80.226;-1;125;-25;1;0
311.364;142;0.7100;365181;80.961;-2;125;-26;1;0
311.464;142;0.7100;370527;82.146;-1;124;-25;1;0
311.564;143;0.7150;378447;83.902;-2;125;-26;1;0
311.664;144;0.7200;380537;84.365;-1;125;-25;1;0
311.764;144;0.7200;382820;84.871;-2;125;-25;1;0
311.864;145;0.7250;385059;85.368;-2;125;-25;1;0
311.964;146;0.7300;387455;85.899;-2;124;-25;1;0
312.064;146;0.7300;391818;86.866;-1;125;-25;1;0
312.164;147;0.7350;394382;87.434;-2;124;-26;1;0
312.264;148;0.7400;398705;88.393;-1;125;-25;1;0
312.364;148;0.7400;401234;88.954;-1;125;-25;1;0
312.464;149;0.7450;406191;90.053;-1;124;-25;1;0
312.564;150;0.7500;408715;90.612;-2;125;-24;1;0
312.664;150;0.7500;412566;91.466;-1;124;-25;1;0
312.764;151;0.7550;415753;92.172;-1;124;-24;1;0
312.864;152;0.7600;418917;92.874;-1;125;-25;1;0
312.964;152;0.7600;422244;93.611;-1;124;-24;1;0
313.064;153;0.7650;424783;94.174;-2;124;-25;1;0
313.164;154;0.7700;427672;94.815;-1;124;-25;1;0
313.264;154;0.7700;434330;96.291;-1;126;-25;1;0
313.364;155;0.7750;437942;97.092;-2;125;-25;1;0
313.464;156;0.7800;438797;97.281;-1;124;-25;1;0
313.564;156;0.7800;441820;97.951;-1;125;-26;1;0
313.664;157;0.7850;444846;98.622;-1;124;-25;1;0
313.764;158;0.7900;446844;99.065;-1;125;-25;1;0
313.864;158;0.7900;451085;100.006;-1;125;-26;1;0
313.964;159;0.7950;454292;100.717;-2;124;-26;1;0
314.064;160;0.8000;461571;102.330;-1;124;-25;1;0
314.164;160;0.8000;463318;102.718;-2;125;-25;1;0
314.264;161;0.8050;467687;103.686;-2;124;-24;1;0
314.364;162;0.8100;471190;104.463;-1;124;-25;1;0
314.464;162;0.8100;475834;105.492;-1;125;-25;1;0
314.564;163;0.8150;478720;106.132;-1;125;-25;1;0
314.664;164;0.8200;481045;106.648;-2;125;-25;1;0
314.764;164;0.8200;483152;107.115;-1;125;-26;1;0
314.864;165;0.8250;488350;108.267;-2;125;-26;1;0
314.964;166;0.8300;491098;108.876;-2;125;-24;1;0
315.064;166;0.8300;494024;109.525;-1;125;-25;1;0
315.164;167;0.8350;497992;110.405;-1;124;-24;1;0
315.264;168;0.8400;500251;110.906;-1;125;-25;1;0
315.364;168;0.8400;502980;111.511;-1;124;-24;1;0
315.464;169;0.8450;506284;112.243;-1;124;-24;1;0
315.564;170;0.8500;508689;112.776;-2;126;-26;1;0
315.664;170;0.8500;514586;114.084;-1;125;-24;1;0
315.764;171;0.8550;516971;114.612;-1;124;-25;1;0
315.864;172;0.8600;519693;115.216;-2;124;-24;1;0
315.964;172;0.8600;522428;115.822;-2;124;-24;1;0
316.064;173;0.8650;524538;116.290;-1;124;-25;1;0
316.164;174;0.8700;526592;116.745;-1;124;-26;1;0
316.264;174;0.8700;531173;117.761;-1;124;-24;1;0
316.364;175;0.8750;535984;118.828;-1;125;-26;1;0
316.464;176;0.8800;541821;120.122;-1;125;-25;1;0
316.564;176;0.8800;542365;120.242;-1;125;-25;1;0
316.664;177;0.8850;544596;120.737;-1;125;-26;1;0
316.764;178;0.8900;547869;121.463;-1;125;-25;1;0
316.864;178;0.8900;552263;122.437;-1;125;-25;1;0
316.964;179;0.8950;555302;123.110;-2;125;-25;1;0
317.064;180;0.9000;558353;123.787;-1;124;-26;1;0
317.164;180;0.9000;561075;124.390;-1;125;-25;1;0
317.264;181;0.9050;565403;125.350;-2;125;-26;1;0
317.364;182;0.9100;568010;125.928;-2;125;-25;1;0
317.464;182;0.9100;572779;126.985;-1;125;-25;1;0
317.564;183;0.9150;577486;128.029;-1;124;-24;1;0
317.664;184;0.9200;579101;128.387;-2;126;-25;1;0
317.764;184;0.9200;581791;128.983;-1;125;-25;1;0
317.864;185;0.9250;584371;129.555;-2;124;-24;1;0
317.964;186;0.9300;586611;130.052;-1;125;-25;1;0
318.064;186;0.9300;591812;131.205;-1;125;-24;1;0
318.164;187;0.9350;596544;132.254;-1;125;-24;1;0
318.264;188;0.9400;598762;132.746;-2;125;-26;1;0
318.364;188;0.9400;599717;132.957;-2;125;-24;1;0
318.464;189;0.9450;602841;133.650;-1;124;-25;1;0
318.564;190;0.9500;606462;134.453;-2;125;-25;1;0
318.664;190;0.9500;610360;135.317;-2;124;-25;1;0
318.764;191;0.9550;613019;135.906;-2;125;-25;1;0
318.864;192;0.9600;619481;137.339;-2;124;-25;1;0
318.964;192;0.9600;621603;137.809;-1;126;-25;1;0
319.064;193;0.9650;624821;138.523;-2;124;-25;1;0
319.164;194;0.9700;627528;139.123;-1;124;-26;1;0
319.264;194;0.9700;630791;139.846;-1;125;-24;1;0
319.364;195;0.9750;634422;140.651;-2;124;-24;1;0
319.464;196;0.9800;637809;141.402;-1;125;-25;1;0
319.564;196;0.9800;640027;141.894;-1;124;-25;1;0
319.664;197;0.9850;644092;142.795;-1;124;-24;1;0
319.764;198;0.9900;647829;143.624;-2;125;-26;1;0
319.864;198;0.9900;651939;144.535;-1;125;-25;1;0
319.964;199;0.9950;656441;145.533;-2;125;-25;1;0
320.064;200;1.0000;658781;146.052;-2;125;-25;1;0
320.164;200;1.0000;660501;146.433;-2;125;-24;1;0
320.264;201;1.0050;662306;146.833;-2;125;-25;1;0
320.364;202;1.0100;663817;147.168;-2;125;-25;1;0
320.464;202;1.0100;671104;148.784;-1;124;-25;1;0
320.564;203;1.0150;676157;149.904;-2;124;-25;1;0
320.664;204;1.0200;677984;150.309;-1;125;-26;1;0
320.764;204;1.0200;678973;150.528;-1;125;-26;1;0
320.864;205;1.0250;680801;150.934;-1;125;-25;1;0
320.964;206;1.0300;681860;151.168;-1;125;-25;1;0
321.064;206;1.0300;685702;152.020;-1;125;-26;1;0
321.164;207;1.0350;689260;152.809;-1;124;-24;1;0
321.264;208;1.0400;696666;154.451;-2;124;-24;1;0
321.364;208;1.0400;698252;154.802;-1;124;-25;1;0
321.464;209;1.0450;701871;155.605;-1;125;-25;1;0
321.564;210;1.0500;703383;155.940;-1;124;-25;1;0
321.664;210;1.0500;706879;156.715;0;124;-25;1;0
321.764;211;1.0550;710541;157.527;-1;125;-24;1;0
321.864;212;1.0600;712832;158.035;-2;124;-25;1;0
321.964;212;1.0600;714377;158.377;-2;125;-24;1;0
322.064;213;1.0650;719117;159.428;-1;124;-25;1;0
322.164;214;1.0700;721470;159.950;-2;125;-25;1;0
322.264;214;1.0700;725088;160.752;-2;124;-25;1;0
322.364;215;1.0750;728957;161.610;-1;125;-25;1;0
322.464;216;1.0800;732407;162.375;-1;124;-25;1;0
322.564;216;1.0800;733619;162.643;-1;125;-25;1;0
322.664;217;1.0850;735266;163.008;-1;124;-25;1;0
322.764;218;1.0900;737575;163.520;-1;124;-25;1;0
322.864;218;1.0900;744431;165.040;-1;124;-25;1;0
322.964;219;1.0950;746867;165.580;-1;124;-24;1;0
323.064;220;1.1000;749739;166.217;-1;125;-25;1;0
323.164;220;1.1000;750915;166.478;-2;125;-25;1;0
323.264;221;1.1050;752025;166.724;-2;125;-24;1;0
323.364;222;1.1100;755010;167.386;-1;124;-24;1;0
323.464;222;1.1100;759273;168.331;-1;125;-25;1;0
323.564;223;1.1150;762372;169.018;-2;124;-25;1;0
323.664;224;1.1200;765622;169.738;-1;124;-26;1;0
323.764;224;1.1200;768109;170.290;-2;125;-25;1;0
323.864;225;1.1250;769781;170.660;-1;124;-25;1;0
323.964;226;1.1300;771719;171.090;-2;125;-24;1;0
324.064;226;1.1300;775492;171.927;-1;124;-24;1;0
324.164;227;1.1350;778043;172.492;-2;125;-25;1;0
324.264;228;1.1400;781089;173.167;-1;125;-25;1;0
324.364;228;1.1400;783407;173.681;-1;125;-24;1;0
324.464;229;1.1450;786255;174.313;-2;125;-25;1;0
324.564;230;1.1500;790291;175.208;-1;125;-25;1;0
324.664;230;1.1500;794312;176.099;-1;124;-25;1;0
324.764;231;1.1550;797716;176.854;-2;124;-25;1;0
324.864;232;1.1600;798422;177.010;-2;125;-24;1;0
324.964;232;1.1600;799803;177.316;-1;125;-26;1;0
325.064;233;1.1650;800606;177.494;-1;124;-24;1;0
325.164;234;1.1700;801912;177.784;-2;125;-25;1;0
325.264;234;1.1700;808890;179.331;-1;124;-24;1;0
325.364;235;1.1750;811212;179.846;-1;125;-25;1;0
325.464;236;1.1800;812134;180.050;-1;125;-26;1;0
325.564;236;1.1800;814717;180.623;-1;124;-24;1;0
325.664;237;1.1850;814715;180.622;-1;124;-26;1;0
325.764;238;1.1900;815070;180.701;-2;125;-25;1;0
325.864;238;1.1900;819452;181.673;-1;125;-25;1;0
325.964;239;1.1950;821695;182.170;-2;124;-24;1;0
326.064;240;1.2000;827344;183.422;-1;125;-25;1;0
326.164;240;1.2000;829168;183.827;-2;125;-24;1;0
326.264;241;1.2050;830198;184.055;-1;125;-25;1;0
326.364;242;1.2100;831088;184.252;-2;124;-25;1;0
326.464;242;1.2100;834003;184.898;-2;125;-24;1;0
326.564;243;1.2150;836863;185.533;-2;125;-25;1;0
326.664;244;1.2200;838618;185.922;-1;124;-25;1;0
326.764;244;1.2200;841177;186.489;-1;125;-25;1;0
326.864;245;1.2250;843504;187.005;-3;125;-24;1;0
326.964;246;1.2300;844550;187.237;-2;125;-25;1;0
327.064;246;1.2300;846518;187.673;-1;125;-25;1;0
327.164;247;1.2350;849720;188.383;-2;125;-25;1;0
327.264;248;1.2400;850723;188.605;-1;125;-25;1;0
327.364;248;1.2400;852019;188.893;-2;124;-25;1;0
327.464;249;1.2450;853983;189.328;-2;124;-26;1;0
327.564;250;1.2500;855072;189.569;-2;124;-25;1;0
327.664;250;1.2500;857926;190.202;-2;124;-25;1;0
327.764;251;1.2550;860636;190.803;-2;125;-25;1;0
327.864;252;1.2600;861600;191.017;-1;124;-25;1;0
327.964;252;1.2600;862200;191.150;-2;125;-25;1;0
328.064;253;1.2650;863164;191.363;-1;126;-25;1;0
328.164;254;1.2700;864134;191.579;-2;125;-24;1;0
328.264;254;1.2700;866579;192.121;-2;125;-25;1;0
328.364;255;1.2750;868942;192.644;-1;124;-25;1;0
328.464;256;1.2800;870979;193.096;-1;124;-26;1;0
328.564;256;1.2800;872766;193.492;-2;124;-25;1;0
328.664;257;1.2850;874394;193.853;-2;124;-25;1;0
328.764;258;1.2900;875675;194.137;-1;124;-25;1;0
328.864;258;1.2900;877294;194.496;-1;125;-26;1;0
328.964;259;1.2950;880679;195.247;-2;125;-25;1;0
329.064;260;1.3000;881395;195.405;-2;125;-25;1;0
329.164;260;1.3000;881401;195.407;-1;125;-25;1;0
329.264;261;1.3050;882462;195.642;-1;124;-24;1;0
329.364;262;1.3100;884410;196.074;-1;125;-27;1;0
329.464;262;1.3100;888471;196.974;-2;124;-24;1;0
329.564;263;1.3150;890930;197.519;-2;124;-25;1;0
329.664;264;1.3200;891440;197.632;-1;125;-25;1;0
